age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
81.0,Private,98350.0,Prof-school,15.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,Philippines,>50K
46.0,Private,114032.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
37.0,Private,265737.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,unknown,Male,0.0,1887.0,60.0,Cuba,>50K
51.0,Self-emp-not-inc,234960.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,1887.0,48.0,United-States,>50K
49.0,Private,155343.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1848.0,50.0,United-States,>50K
66.0,State-gov,132055.0,123,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1825.0,40.0,United-States,>50K
32.0,Private,204374.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,unknown,White,Male,0.0,1977.0,60.0,United-States,>50K
76.0,Private,313243.0,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,2444.0,45.0,United-States,>50K
50.0,Private,150999.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
98.0,?,100820.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,2489.0,0.0,United-States,<=50K
45.0,Private,100651.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,1980.0,40.0,United-States,<=50K
37.0,Private,204277.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1848.0,48.0,United-States,>50K
44.0,Private,325461.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,55.47060266816014,United-States,unknown
53.0,Federal-gov,173093.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,unknown,Female,0.0,1887.0,56.06253561159797,Philippines,>50K
83.0,Private,172281.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2051.0,50.0,United-States,<=50K
25.0,Private,378322.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,2001.0,50.0,United-States,<=50K
49.0,Private,122066.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2603.0,40.0,Greece,<=50K
34.0,Private,36385.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2258.0,50.0,United-States,<=50K
48.0,Private,175070.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,2258.0,43.72969580398846,United-States,>50K
39.0,Private,30529.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
30.0,Self-emp-not-inc,257295.0,Some-college,10.0,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,45.88684164330573,South,<=50K
73.0,Federal-gov,61885.0,Bachelors,13.0,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,2001.0,65.0,United-States,unknown
0.0,Private,326857.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,0.0,United-States,>50K
48.0,Private,93476.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,2001.0,40.0,United-States,<=50K
62.0,Private,71751.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,87.96086273326756,United-States,>50K
45.0,Private,86648.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
35.0,Private,200117.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1887.0,50.0,?,>50K
50.0,State-gov,289207.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,45.0,United-States,>50K
64.0,Self-emp-not-inc,145290.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,71.83891049689284,United-States,>50K
28.0,Local-gov,175262.0,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,2002.0,40.0,England,<=50K
45.0,Private,291968.0,unknown,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
37.0,Private,22463.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,0.0,United-States,>50K
69.0,Self-emp-inc,221172.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
34.0,Self-emp-not-inc,157145.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,2258.0,10.0,United-States,<=50K
42.0,Private,212894.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,34.356896149658944,United-States,>50K
59.0,Private,226922.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,1762.0,30.0,United-States,<=50K
71.0,Private,150533.0,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,1876.0,55.0,United-States,<=50K
51.0,Private,162238.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,47.0,United-States,>50K
49.0,Private,142287.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
34.0,Private,242984.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
38.0,Self-emp-not-inc,122493.0,10th,6.0,Married-civ-spouse,missing,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
24.0,Private,210029.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,2001.0,37.0,United-States,<=50K
69.0,Private,153484.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
68.0,State-gov,202699.0,Masters,14.0,Married-civ-spouse,unknown,Husband,White,Male,0.0,2377.0,61.53502282522521,?,>50K
73.0,Private,168212.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,65.0,United-States,>50K
30.0,Private,159187.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,55.0,United-States,>50K
41.0,Self-emp-not-inc,208577.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,2258.0,50.0,United-States,<=50K
64.0,Self-emp-inc,161325.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,unknown,0.0,1887.0,50.0,United-States,>50K
54.0,Private,511668.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,43.0,United-States,>50K
34.0,Private,174789.0,Bachelors,13.0,Never-married,Other-service,unknown,White,Male,0.0,2001.0,55.56829111562857,United-States,<=50K
69.0,Private,124930.0,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2267.0,0.0,United-States,<=50K
43.0,Private,170730.0,Bachelors,13.0,unknown,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
74.0,?,172175.0,Doctorate,16.0,Never-married,?,Not-in-family,unknown,Male,0.0,2824.0,45.23451827898337,United-States,>50K
41.0,?,27187.0,Assoc-voc,11.0,Married-civ-spouse,?,Husband,White,Male,0.0,2415.0,12.0,United-States,>50K
32.0,###,116539.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,55.0,United-States,>50K
83.0,Self-emp-inc,153183.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,55.0,United-States,>50K
35.0,Private,192923.0,HS-grad,9.0,Married-civ-spouse,unknown,Husband,White,Male,0.0,2377.0,40.0,United-States,<=50K
56.0,Self-emp-inc,135500.0,HS-grad,9.0,Married-civ-spouse,unknown,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
36.0,Private,107916.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2002.0,40.0,United-States,<=50K
36.0,Private,174938.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50.0,unknown,>50K
53.0,Private,95469.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,37.693011499107584,United-States,>50K
35.0,Private,40135.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,2042.0,40.0,United-States,<=50K
50.0,Private,134766.0,Bachelors,0.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
31.0,Private,184306.0,Assoc-voc,11.0,Never-married,Transport-moving,Own-child,White,Male,0.0,1980.0,31.885182480608748,United-States,<=50K
38.0,Private,169926.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,40.0,United-States,>50K
34.0,Private,223212.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1848.0,40.0,Peru,>50K
32.0,unknown,295589.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,1977.0,56.6689300167213,United-States,>50K
44.0,Private,151089.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,49.42579418727641,United-States,>50K
46.0,Private,34310.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,unknown,0.0,2603.0,40.0,United-States,<=50K
56.0,Private,99146.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,31.43870073800383,United-States,>50K
57.0,Local-gov,114160.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,44.01262359135213,United-States,>50K
35.0,###,108293.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,2205.0,26.809965624539394,United-States,<=50K
73.0,Self-emp-not-inc,233882.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,2457.0,40.0,Vietnam,<=50K
45.0,Private,108116.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,60.0,United-States,>50K
59.0,Private,396745.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,68.53798848693967,United-States,>50K
46.0,Private,147640.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,1902.0,40.0,United-States,<=50K
39.0,Private,134367.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,24.0,United-States,>50K
55.0,Self-emp-inc,151089.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,77.42047156479872,United-States,>50K
27.0,Private,141545.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1902.0,45.0,United-States,<=50K
45.0,Private,102942.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,2258.0,40.0,United-States,>50K
51.0,Private,191659.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,65.0,United-States,unknown
34.0,Self-emp-not-inc,56460.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,2179.0,12.0,United-States,<=50K
44.0,Private,151089.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,60.0,United-States,>50K
64.0,Private,175360.0,10th,6.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2559.0,90.0,United-States,>50K
79.0,Private,161691.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,2559.0,39.0770690631625,United-States,>50K
38.0,Private,172571.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,64.7502592049248,United-States,>50K
55.0,Local-gov,176046.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,2267.0,43.85741120216836,United-States,<=50K
63.0,Private,132222.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,40.0,United-States,>50K
69.0,Self-emp-not-inc,0.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,2205.0,27.235259737906947,United-States,<=50K
27.0,Private,285897.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,34.8886066660401,United-States,>50K
30.0,Private,57651.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,2001.0,42.0,United-States,<=50K
39.0,Local-gov,132879.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
83.0,Private,181232.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2179.0,40.0,United-States,<=50K
57.0,unknown,118481.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
54.0,Private,163671.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,65.0,United-States,>50K
46.0,Private,189498.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1848.0,45.0,United-States,>50K
74.0,Private,189680.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
33.0,Private,202046.0,Bachelors,13.0,Never-married,!,Not-in-family,White,Male,0.0,2001.0,31.176721838167595,United-States,<=50K
23.0,Private,162945.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2377.0,33.06892638100624,United-States,<=50K
46.0,Private,456062.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,55.0,United-States,>50K
43.0,Private,187728.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,unknown,Female,0.0,1887.0,50.0,United-States,>50K
24.0,Federal-gov,210736.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1974.0,40.0,United-States,<=50K
74.0,Private,231377.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,45.0,United-States,>50K
36.0,Private,370767.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,30.84469770123105,United-States,<=50K
68.0,?,192052.0,Some-college,10.0,Married-civ-spouse,?,Wife,White,Female,0.0,2457.0,40.0,United-States,<=50K
41.0,Federal-gov,185616.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1980.0,40.0,United-States,<=50K
31.0,unknown,201122.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,45.0,United-States,>50K
43.0,Private,184321.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,unknown,0.0,1887.0,40.0,United-States,>50K
19.0,Private,264390.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,2001.0,40.0,United-States,<=50K
55.0,Self-emp-inc,298449.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,36.4703479984836,United-States,>50K
78.0,Private,230858.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,60.0,United-States,>50K
46.0,Private,190115.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
61.0,Private,102615.0,Masters,14.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
41.0,Private,287306.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,unknown,>50K
47.0,Self-emp-not-inc,177858.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,38.0,United-States,<=50K
31.0,Self-emp-not-inc,348038.0,123,13.0,Married-civ-spouse,Prof-specialty,Husband,White,unknown,0.0,1902.0,39.26821107857588,Puerto-Rico,>50K
37.0,Private,292855.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,35.0,unknown,>50K
26.0,unknown,131777.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,2002.0,40.0,United-States,<=50K
39.0,Federal-gov,99146.0,Bachelors,0.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,60.0,United-States,>50K
38.0,Self-emp-not-inc,342384.0,11th,7.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,2129.0,48.4359612584815,United-States,<=50K
37.0,Self-emp-not-inc,162834.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,24.208963567713774,United-States,>50K
64.0,Self-emp-inc,59145.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,60.0,United-States,>50K
69.0,Private,228921.0,Bachelors,13.0,Widowed,!,Not-in-family,White,Male,0.0,2282.0,40.0,United-States,>50K
41.0,Private,347653.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,57.105428666491086,United-States,>50K
53.0,Self-emp-inc,96062.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,48.0,United-States,>50K
31.0,Private,263561.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2246.0,55.441093170749255,United-States,>50K
75.0,Private,122109.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,1876.0,38.0,United-States,<=50K
30.0,Self-emp-inc,127651.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,48.0,United-States,>50K
37.0,Private,188774.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,2824.0,40.0,United-States,>50K
80.0,Private,25826.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,47.0,United-States,>50K
40.0,unknown,284706.0,unknown,15.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1977.0,60.0,United-States,>50K
59.0,Federal-gov,117299.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,41.89438088107112,United-States,>50K
42.0,Self-emp-inc,23510.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0.0,2201.0,84.28527146884423,India,>50K
56.0,Self-emp-not-inc,335605.0,123,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1887.0,50.0,Canada,>50K
45.0,Private,145636.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,43.0,United-States,>50K
58.0,Private,121253.0,Bachelors,13.0,Married-spouse-absent,Sales,Unmarried,unknown,Female,0.0,2472.0,70.0,United-States,>50K
31.0,Private,183801.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,31.313322676743915,United-States,>50K
35.0,Private,203871.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,unknown,White,Female,0.0,1887.0,27.91577173797293,United-States,>50K
79.0,Self-emp-inc,121441.0,11th,7.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,2444.0,0.0,United-States,>50K
85.0,Self-emp-inc,107287.0,10th,6.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,2559.0,50.0,unknown,>50K
66.0,Private,143098.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,China,>50K
39.0,Private,244473.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,2051.0,58.86957553773034,United-States,<=50K
46.0,Private,192963.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,2415.0,35.0,Philippines,>50K
65.0,Self-emp-inc,81413.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2352.0,72.23330806871788,United-States,<=50K
61.0,Self-emp-not-inc,215591.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,59.611980369693605,unknown,>50K
39.0,Private,355468.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,46.0,United-States,>50K
37.0,Self-emp-not-inc,137527.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,2559.0,0.0,United-States,>50K
36.0,Private,145933.0,HS-grad,9.0,unknown,Exec-managerial,Not-in-family,White,Male,0.0,2258.0,46.22678991327891,United-States,<=50K
65.0,Local-gov,186303.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,31.35400333632446,United-States,>50K
30.0,Local-gov,145692.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,1974.0,40.0,United-States,<=50K
67.0,Private,167770.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,unknown,White,Male,0.0,1902.0,0.0,United-States,>50K
74.0,Private,148549.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,unknown,>50K
102.0,Private,177408.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,26.0,United-States,>50K
37.0,Private,241998.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
60.0,Local-gov,242923.0,HS-grad,9.0,Married-civ-spouse,missing,Wife,White,Female,0.0,1848.0,40.0,United-States,>50K
81.0,State-gov,379885.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
54.0,Private,194360.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,0.0,United-States,>50K
46.0,Local-gov,92431.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,2231.0,56.66667087741351,United-States,>50K
47.0,Private,168232.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
53.0,Private,110977.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
65.0,Self-emp-not-inc,111483.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2174.0,6.593644708040939,United-States,>50K
46.0,Self-emp-inc,216414.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,64.28824902346149,United-States,>50K
60.0,Local-gov,177305.0,Some-college,0.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,58.77272445824559,United-States,<=50K
53.0,Private,193720.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,0.0,United-States,>50K
30.0,Private,167309.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,54.86813745604319,United-States,>50K
69.0,Private,157249.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,unknown,Black,Male,0.0,1977.0,50.0,United-States,>50K
66.0,Private,315834.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,40.0,United-States,<=50K
62.0,Self-emp-not-inc,101534.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,14.516860300469814,United-States,>50K
63.0,Self-emp-not-inc,35021.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1977.0,32.0,China,>50K
39.0,Private,348521.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2415.0,139.29375516213554,United-States,>50K
46.0,Private,102318.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
43.0,Private,293305.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
42.0,Self-emp-inc,191196.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,?,>50K
76.0,Private,199688.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,?,>50K
88.0,Private,530099.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,41.59093155184009,United-States,>50K
59.0,Private,169982.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2002.0,50.0,United-States,<=50K
55.0,Private,192381.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,unknown,White,Male,0.0,1848.0,40.0,United-States,>50K
31.0,Private,291052.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2051.0,40.0,United-States,<=50K
46.0,Private,315423.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2042.0,50.0,United-States,<=50K
60.0,Self-emp-inc,329980.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,60.0,United-States,unknown
72.0,Self-emp-not-inc,52138.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2392.0,25.0,United-States,>50K
40.0,Private,287983.0,Bachelors,13.0,Never-married,!,Not-in-family,Asian-Pac-Islander,Female,0.0,2258.0,48.0,Philippines,<=50K
29.0,Private,81648.0,unknown,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,55.0,United-States,>50K
57.0,Local-gov,226443.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,43.77167028730888,United-States,>50K
50.0,Private,237608.0,unknown,13.0,Never-married,unknown,Not-in-family,White,Female,0.0,2444.0,45.0,United-States,>50K
34.0,Private,181091.0,Bachelors,13.0,Married-civ-spouse,missing,Husband,White,Male,0.0,1977.0,38.78876255065765,United-States,>50K
54.0,Self-emp-not-inc,109418.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1977.0,32.0151057679658,United-States,unknown
58.0,Self-emp-not-inc,147653.0,10th,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,1977.0,35.0,?,>50K
76.0,Private,159755.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
31.0,Private,37546.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,35.0,United-States,>50K
74.0,State-gov,88638.0,Doctorate,16.0,Never-married,Prof-specialty,Other-relative,White,Female,0.0,3683.0,20.0,United-States,>50K
30.0,Private,148524.0,HS-grad,0.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2057.0,40.0,United-States,<=50K
50.0,Private,207668.0,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,2444.0,28.23309284319708,United-States,>50K
57.0,Local-gov,238162.0,unknown,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
